sl,year,month,day,hour,rh,tDryBulb,iExh,ih,iDn,iDfh
2424,1997,4,11,0,54,25,0,0.00,0,0
2425,1997,4,12,1,54,25,0,0.00,0,0
2426,1997,4,12,2,53,25,0,0.00,0,0
2427,1997,4,12,3,52,25,0,0.00,0,0
2428,1997,4,12,4,51,25,0,0.00,0,0
2429,1997,4,12,5,51,26,0,0.00,0,0
2430,1997,4,12,6,51,26,17,0.00,2,2
2431,1997,4,12,7,51,27,230,109.89,34,52
2432,1997,4,12,8,52,27,497,298.32,89,225
2433,1997,4,12,9,53,27,740,487.38,147,287
2434,1997,4,12,10,54,27,941,655.71,357,251
2435,1997,4,12,11,57,27,1087,783.84,94,286
2436,1997,4,12,12,60,27,1168,855.96,209,566
2437,1997,4,12,13,64,27,1178,861.49,178,434
2438,1997,4,12,14,65,26,1117,802.07,271,332
2439,1997,4,12,15,66,26,989,684.91,402,236
2440,1997,4,12,16,67,26,802,521.91,121,252
2441,1997,4,12,17,65,26,570,337.90,117,115
2442,1997,4,12,18,64,26,309,153.54,104,71
2443,1997,4,12,19,62,26,56,0.00,4,12
2444,1997,4,12,20,62,26,0,0.00,0,0
2445,1997,4,12,21,62,26,0,0.00,0,0
2446,1997,4,12,22,62,26,0,0.00,0,0
2447,1997,4,12,23,63,26,0,0.00,0,0
2448,1997,4,12,0,64,25,0,0.00,0,0
2449,1997,4,13,1,64,25,0,0.00,0,0
2450,1997,4,13,2,65,25,0,0.00,0,0
2451,1997,4,13,3,65,25,0,0.00,0,0
2452,1997,4,13,4,65,25,0,0.00,0,0
2453,1997,4,13,5,64,25,0,0.00,0,0
2454,1997,4,13,6,63,25,20,0.00,2,3
2455,1997,4,13,7,62,25,237,109.72,200,54
2456,1997,4,13,8,62,26,503,281.94,425,117
2457,1997,4,13,9,62,26,745,440.29,320,204
2458,1997,4,13,10,62,26,945,599.68,463,245
2459,1997,4,13,11,62,26,1091,720.17,119,293
2460,1997,4,13,12,61,26,1172,791.18,228,337
2461,1997,4,13,13,61,26,1181,809.50,85,296
2462,1997,4,13,14,61,26,1120,762.82,95,373
2463,1997,4,13,15,62,26,992,664.16,74,155
2464,1997,4,13,16,62,26,805,525.53,0,199
2465,1997,4,13,17,60,26,573,351.68,0,125
2466,1997,4,13,18,57,26,312,164.20,0,64
2467,1997,4,13,19,55,26,59,0.00,3,13
2468,1997,4,13,20,54,26,0,0.00,0,0
2469,1997,4,13,21,52,26,0,0.00,0,0
2470,1997,4,13,22,51,26,0,0.00,0,0
2471,1997,4,13,23,52,25,0,0.00,0,0
2472,1997,4,13,0,53,25,0,0.00,0,0
2473,1997,4,14,1,53,25,0,0.00,0,0
2474,1997,4,14,2,52,24,0,0.00,0,0
2475,1997,4,14,3,51,24,0,0.00,0,0
2476,1997,4,14,4,50,24,0,0.00,0,0
2477,1997,4,14,5,49,24,0,0.00,0,0
2478,1997,4,14,6,48,24,22,0.00,2,5
2479,1997,4,14,7,46,24,243,115.24,180,63
2480,1997,4,14,8,46,24,508,302.48,60,111
2481,1997,4,14,9,46,24,750,490.05,91,269
2482,1997,4,14,10,45,25,950,651.72,102,336
2483,1997,4,14,11,46,25,1095,768.84,76,440
2484,1997,4,14,12,47,25,1175,828.49,220,386
2485,1997,4,14,13,48,25,1185,790.53,166,470
2486,1997,4,14,14,46,25,1123,671.86,98,368
2487,1997,4,14,15,44,25,995,508.62,75,195
2488,1997,4,14,16,42,25,809,443.30,156,187
2489,1997,4,14,17,43,24,577,318.23,62,165
2490,1997,4,14,18,45,24,316,157.82,37,109
2491,1997,4,14,19,47,24,62,0.00,24,15
2492,1997,4,14,20,46,24,0,0.00,0,0
2493,1997,4,14,21,46,24,0,0.00,0,0
2494,1997,4,14,22,45,24,0,0.00,0,0
2495,1997,4,14,23,43,23,0,0.00,0,0
2496,1997,4,14,0,41,23,0,0.00,0,0
2497,1997,4,15,1,39,23,0,0.00,0,0
2498,1997,4,15,2,39,23,0,0.00,0,0
2499,1997,4,15,3,39,22,0,0.00,0,0
2500,1997,4,15,4,39,22,0,0.00,0,0
2501,1997,4,15,5,39,22,0,0.00,0,0
2502,1997,4,15,6,38,23,25,0.00,7,4
2503,1997,4,15,7,38,23,249,118.83,212,62
2504,1997,4,15,8,38,23,514,308.17,334,122
2505,1997,4,15,9,39,24,755,498.53,340,114
2506,1997,4,15,10,39,24,954,666.97,93,323
2507,1997,4,15,11,38,25,1099,793.83,80,195
2508,1997,4,15,12,37,25,1179,865.26,657,238
2509,1997,4,15,13,36,25,1188,873.74,385,374
2510,1997,4,15,14,37,25,1126,818.40,136,379
2511,1997,4,15,15,39,25,998,705.06,84,400
2512,1997,4,15,16,40,25,812,545.97,683,173
2513,1997,4,15,17,41,25,580,359.35,283,121
2514,1997,4,15,18,43,25,320,167.72,237,74
2515,1997,4,15,19,44,24,64,0.00,41,12
2516,1997,4,15,20,44,24,0,0.00,0,0
2517,1997,4,15,21,45,24,0,0.00,0,0
2518,1997,4,15,22,45,24,0,0.00,0,0
2519,1997,4,15,23,45,23,0,0.00,0,0
2520,1997,4,15,0,45,23,0,0.00,0,0
2521,1997,4,16,1,45,23,0,0.00,0,0
2522,1997,4,16,2,47,22,0,0.00,0,0
2523,1997,4,16,3,48,22,0,0.00,0,0
2524,1997,4,16,4,49,22,0,0.00,0,0
2525,1997,4,16,5,48,22,0,0.00,0,0
2526,1997,4,16,6,47,22,27,0.00,3,5
2527,1997,4,16,7,46,23,254,121.73,171,77
2528,1997,4,16,8,44,23,519,311.19,229,160
2529,1997,4,16,9,42,24,760,501.49,187,169
2530,1997,4,16,10,41,25,959,669.72,193,375
2531,1997,4,16,11,41,25,1103,796.31,345,324
2532,1997,4,16,12,42,25,1182,867.45,255,267
2533,1997,4,16,13,43,26,1191,875.67,116,606
2534,1997,4,16,14,45,25,1129,820.12,292,362
2535,1997,4,16,15,48,25,1001,706.65,464,211
2536,1997,4,16,16,51,25,815,547.48,234,358
2537,1997,4,16,17,49,25,583,360.84,175,205
2538,1997,4,16,18,48,25,323,169.19,63,118
2539,1997,4,16,19,47,25,67,0.00,3,15
2540,1997,4,16,20,47,24,0,0.00,0,0
2541,1997,4,16,21,47,24,0,0.00,0,0
2542,1997,4,16,22,47,24,0,0.00,0,0
2543,1997,4,16,23,48,24,0,0.00,0,0
2544,1997,4,16,0,49,24,0,0.00,0,0
2545,1997,4,17,1,50,23,0,0.00,0,0
2546,1997,4,17,2,50,23,0,0.00,0,0
2547,1997,4,17,3,51,23,0,0.00,0,0
2548,1997,4,17,4,52,23,0,0.00,0,0
2549,1997,4,17,5,51,23,0,0.00,0,0
2550,1997,4,17,6,50,23,30,0.00,0,5
2551,1997,4,17,7,49,24,260,124.59,39,56
2552,1997,4,17,8,48,24,525,314.17,222,110
2553,1997,4,17,9,48,25,764,504.39,305,114
2554,1997,4,17,10,47,25,963,672.41,729,173
2555,1997,4,17,11,48,25,1107,798.72,607,243
2556,1997,4,17,12,48,26,1186,869.58,481,346
2557,1997,4,17,13,49,26,1194,877.55,117,410
2558,1997,4,17,14,49,26,1132,821.80,296,281
2559,1997,4,17,15,49,26,1004,708.20,265,328
2560,1997,4,17,16,49,26,818,548.98,491,209
2561,1997,4,17,17,50,25,587,362.32,267,144
2562,1997,4,17,18,51,25,327,170.66,29,69
2563,1997,4,17,19,52,25,70,0.00,13,15
2564,1997,4,17,20,51,25,0,0.00,0,0
2565,1997,4,17,21,50,25,0,0.00,0,0
2566,1997,4,17,22,49,25,0,0.00,0,0
2567,1997,4,17,23,48,24,0,0.00,0,0
2568,1997,4,17,0,48,24,0,0.00,0,0
2569,1997,4,18,1,48,24,0,0.00,0,0
2570,1997,4,18,2,48,23,0,0.00,0,0
2571,1997,4,18,3,49,23,0,0.00,0,0
2572,1997,4,18,4,49,23,0,0.00,0,0
2573,1997,4,18,5,48,23,0,0.00,0,0
2574,1997,4,18,6,46,24,33,0.00,0,4
2575,1997,4,18,7,45,24,266,127.42,21,63
2576,1997,4,18,8,44,25,530,317.09,140,129
2577,1997,4,18,9,44,25,769,507.23,63,201
2578,1997,4,18,10,43,26,967,675.04,91,325
2579,1997,4,18,11,44,26,1110,801.08,72,224
2580,1997,4,18,12,45,26,1189,871.65,155,301
2581,1997,4,18,13,46,27,1197,879.37,240,169
2582,1997,4,18,14,46,27,1135,823.43,0,252
2583,1997,4,18,15,46,27,1007,709.72,0,220
2584,1997,4,18,16,46,27,821,550.45,0,174
2585,1997,4,18,17,46,26,590,363.79,0,115
2586,1997,4,18,18,46,26,331,172.13,0,54
2587,1997,4,18,19,46,26,73,0.95,0,11
2588,1997,4,18,20,46,25,0,0.00,0,0
2589,1997,4,18,21,45,25,0,0.00,0,0
2590,1997,4,18,22,45,25,0,0.00,0,0
2591,1997,4,18,23,44,25,0,0.00,0,0
2592,1997,4,18,0,43,25,0,0.00,0,0
2593,1997,4,19,1,41,25,0,0.00,0,0
2594,1997,4,19,2,42,25,0,0.00,0,0
2595,1997,4,19,3,43,25,0,0.00,0,0
2596,1997,4,19,4,43,25,0,0.00,0,0
2597,1997,4,19,5,43,25,0,0.00,0,0
2598,1997,4,19,6,42,25,36,0.00,2,6
2599,1997,4,19,7,42,26,272,130.21,0,41
2600,1997,4,19,8,40,26,535,319.96,0,101
2601,1997,4,19,9,39,27,774,510.01,0,202
2602,1997,4,19,10,38,27,971,677.61,0,264
2603,1997,4,19,11,40,27,1114,803.36,0,247
2604,1997,4,19,12,42,27,1192,873.66,0,266
2605,1997,4,19,13,44,27,1200,881.14,0,268
2606,1997,4,19,14,42,28,1138,825.02,0,253
2607,1997,4,19,15,41,28,1009,711.21,0,221
2608,1997,4,19,16,40,28,824,551.90,0,174
2609,1997,4,19,17,40,27,593,365.25,0,116
2610,1997,4,19,18,40,27,334,173.60,0,54
2611,1997,4,19,19,41,27,76,2.11,0,12
2612,1997,4,19,20,40,27,0,0.00,0,0
2613,1997,4,19,21,39,27,0,0.00,0,0
2614,1997,4,19,22,38,26,0,0.00,0,0
2615,1997,4,19,23,39,26,0,0.00,0,0
2616,1997,4,19,0,40,26,0,0.00,0,0
2617,1997,4,20,1,42,26,0,0.00,0,0
2618,1997,4,20,2,43,25,0,0.00,0,0
2619,1997,4,20,3,45,25,0,0.00,0,0
2620,1997,4,20,4,47,25,0,0.00,0,0
2621,1997,4,20,5,45,25,0,0.00,0,0
2622,1997,4,20,6,44,25,39,0.00,0,4
2623,1997,4,20,7,43,26,277,132.96,0,36
2624,1997,4,20,8,41,27,540,322.79,0,86
2625,1997,4,20,9,39,27,778,512.73,0,137
2626,1997,4,20,10,38,28,975,680.11,0,178
2627,1997,4,20,11,37,28,1118,805.59,147,266
2628,1997,4,20,12,35,29,1195,875.62,119,334
2629,1997,4,20,13,34,29,1203,882.86,235,283
2630,1997,4,20,14,33,29,1141,826.57,115,485
2631,1997,4,20,15,33,29,1012,712.66,74,297
2632,1997,4,20,16,32,29,827,553.34,120,207
2633,1997,4,20,17,33,29,596,366.70,125,120
2634,1997,4,20,18,34,28,338,175.06,0,157
2635,1997,4,20,19,36,27,79,3.31,5,15
2636,1997,4,20,20,36,27,0,0.00,0,0
2637,1997,4,20,21,37,27,0,0.00,0,0
2638,1997,4,20,22,37,27,0,0.00,0,0
2639,1997,4,20,23,37,27,0,0.00,0,0
2640,1997,4,20,0,38,26,0,0.00,0,0
2641,1997,4,21,1,38,26,0,0.00,0,0
2642,1997,4,21,2,39,26,0,0.00,0,0
2643,1997,4,21,3,39,26,0,0.00,0,0
2644,1997,4,21,4,40,26,0,0.00,0,0
2645,1997,4,21,5,38,26,0,0.00,0,0
2646,1997,4,21,6,37,27,42,0.00,0,6
2647,1997,4,21,7,36,28,283,134.87,0,40
2648,1997,4,21,8,35,28,545,323.32,0,98
2649,1997,4,21,9,34,29,783,511.75,26,103
2650,1997,4,21,10,33,29,979,676.42,87,235
2651,1997,4,21,11,32,30,1121,798.80,0,246
2652,1997,4,21,12,31,30,1198,863.51,45,277
2653,1997,4,21,13,30,31,1206,874.72,14,248
2654,1997,4,21,14,31,31,1143,822.21,386,333
2655,1997,4,21,15,31,31,1015,710.21,113,297
2656,1997,4,21,16,31,31,829,552.54,242,299
2657,1997,4,21,17,32,31,600,367.50,61,214
2658,1997,4,21,18,33,30,341,176.37,14,64
2659,1997,4,21,19,34,30,82,4.54,0,14
2660,1997,4,21,20,34,30,0,0.00,0,0
2661,1997,4,21,21,34,30,0,0.00,0,0
2662,1997,4,21,22,35,29,0,0.00,0,0
2663,1997,4,21,23,35,29,0,0.00,0,0
2664,1997,4,21,0,35,29,0,0.00,0,0
2665,1997,4,22,1,35,28,0,0.00,0,0
2666,1997,4,22,2,36,28,0,0.00,0,0
2667,1997,4,22,3,37,28,0,0.00,0,0
2668,1997,4,22,4,37,28,0,0.00,0,0
2669,1997,4,22,5,37,28,0,0.00,0,0
2670,1997,4,22,6,37,29,45,0.00,2,14
2671,1997,4,22,7,37,29,288,138.33,53,46
2672,1997,4,22,8,37,29,550,328.27,26,118
2673,1997,4,22,9,37,30,787,517.99,0,163
2674,1997,4,22,10,38,30,983,684.91,0,213
2675,1997,4,22,11,38,30,1124,809.85,0,248
2676,1997,4,22,12,38,30,1201,879.35,0,335
2677,1997,4,22,13,39,30,1209,886.05,0,337
2678,1997,4,22,14,41,30,1146,829.46,0,317
2679,1997,4,22,15,44,29,1018,715.17,0,221
2680,1997,4,22,16,46,29,832,555.90,0,174
2681,1997,4,22,17,48,28,603,369.41,0,116
2682,1997,4,22,18,51,28,345,177.92,0,55
2683,1997,4,22,19,53,27,85,5.80,0,14
2684,1997,4,22,20,53,27,0,0.00,0,0
2685,1997,4,22,21,52,27,0,0.00,0,0
2686,1997,4,22,22,52,27,0,0.00,0,0
2687,1997,4,22,23,54,27,0,0.00,0,0
2688,1997,4,22,0,55,26,0,0.00,0,0
2689,1997,4,23,1,57,26,0,0.00,0,0
2690,1997,4,23,2,57,26,0,0.00,0,0
2691,1997,4,23,3,58,26,0,0.00,0,0
2692,1997,4,23,4,58,26,0,0.00,0,0
2693,1997,4,23,5,56,26,0,0.00,0,0
2694,1997,4,23,6,54,27,49,0.00,109,9
2695,1997,4,23,7,53,27,293,140.95,102,61
2696,1997,4,23,8,52,27,555,330.92,603,96
2697,1997,4,23,9,52,27,791,520.53,707,148
2698,1997,4,23,10,51,28,987,687.22,641,255
2699,1997,4,23,11,51,28,1128,811.89,697,171
2700,1997,4,23,12,50,28,1204,881.13,747,154
2701,1997,4,23,13,50,28,1211,887.71,97,251
2702,1997,4,23,14,50,28,1149,830.98,453,409
2703,1997,4,23,15,50,28,1020,716.86,579,250
2704,1997,4,23,16,50,28,835,557.52,468,188
2705,1997,4,23,17,51,27,606,370.99,472,113
2706,1997,4,23,18,53,27,348,179.45,391,82
2707,1997,4,23,19,55,26,88,7.08,140,20
2708,1997,4,23,20,55,26,0,0.00,0,0
2709,1997,4,23,21,56,25,0,0.00,0,0
2710,1997,4,23,22,57,25,0,0.00,0,0
2711,1997,4,23,23,57,24,0,0.00,0,0
2712,1997,4,23,0,57,24,0,0.00,0,0
2713,1997,4,24,1,57,23,0,0.00,0,0
2714,1997,4,24,2,56,22,0,0.00,0,0
2715,1997,4,24,3,55,22,0,0.00,0,0
2716,1997,4,24,4,54,21,0,0.00,0,0
2717,1997,4,24,5,51,22,0,0.00,0,0
2718,1997,4,24,6,49,22,52,0.00,93,11
2719,1997,4,24,7,46,22,298,143.53,373,71
2720,1997,4,24,8,45,23,559,333.52,383,110
2721,1997,4,24,9,44,23,795,523.00,766,105
2722,1997,4,24,10,43,24,990,689.46,686,166
2723,1997,4,24,11,42,25,1131,813.86,489,180
2724,1997,4,24,12,41,25,1207,882.85,780,204
2725,1997,4,24,13,40,26,1214,889.23,879,148
2726,1997,4,24,14,41,26,1151,832.37,558,163
2727,1997,4,24,15,42,26,1023,718.20,792,145
2728,1997,4,24,16,43,26,838,558.88,622,186
2729,1997,4,24,17,45,25,609,372.41,71,162
2730,1997,4,24,18,46,25,352,180.91,34,113
2731,1997,4,24,19,48,25,91,8.37,14,18
2732,1997,4,24,20,48,24,0,0.00,0,0
2733,1997,4,24,21,49,24,0,0.00,0,0
2734,1997,4,24,22,50,24,0,0.00,0,0
2735,1997,4,24,23,50,24,0,0.00,0,0
2736,1997,4,24,0,50,23,0,0.00,0,0
2737,1997,4,25,1,51,23,0,0.00,0,0
2738,1997,4,25,2,51,23,0,0.00,0,0
2739,1997,4,25,3,51,22,0,0.00,0,0
2740,1997,4,25,4,51,22,0,0.00,0,0
2741,1997,4,25,5,50,23,0,0.00,0,0
2742,1997,4,25,6,50,23,56,0.00,22,14
2743,1997,4,25,7,49,23,303,146.05,85,106
2744,1997,4,25,8,48,24,564,336.07,190,130
2745,1997,4,25,9,47,25,799,525.41,86,237
2746,1997,4,25,10,46,25,994,691.64,211,352
2747,1997,4,25,11,45,26,1134,815.77,684,277
2748,1997,4,25,12,45,26,1210,884.51,274,379
2749,1997,4,25,13,44,27,1216,890.71,259,478
2750,1997,4,25,14,44,27,1153,833.73,522,325
2751,1997,4,25,15,44,27,1025,719.51,517,259
2752,1997,4,25,16,44,27,840,560.23,342,261
2753,1997,4,25,17,45,27,612,373.81,332,216
2754,1997,4,25,18,46,26,355,182.37,130,139
2755,1997,4,25,19,47,26,94,9.69,14,24
2756,1997,4,25,20,47,26,0,0.00,0,0
2757,1997,4,25,21,47,26,0,0.00,0,0
2758,1997,4,25,22,47,26,0,0.00,0,0
2759,1997,4,25,23,48,25,0,0.00,0,0
2760,1997,4,25,0,48,25,0,0.00,0,0
2761,1997,4,26,1,48,25,0,0.00,0,0
2762,1997,4,26,2,49,25,0,0.00,0,0
2763,1997,4,26,3,50,24,0,0.00,0,0
2764,1997,4,26,4,51,24,0,0.00,0,0
2765,1997,4,26,5,50,24,0,0.00,0,0
2766,1997,4,26,6,49,25,59,0.00,23,12
2767,1997,4,26,7,49,25,308,144.04,36,120
2768,1997,4,26,8,48,26,568,330.36,84,163
2769,1997,4,26,9,48,26,803,520.70,123,153
2770,1997,4,26,10,48,27,997,688.83,167,248
2771,1997,4,26,11,50,27,1137,815.36,115,161
2772,1997,4,26,12,51,27,1212,885.24,132,426
2773,1997,4,26,13,53,27,1219,891.24,0,345
2774,1997,4,26,14,52,27,1156,834.21,0,326
2775,1997,4,26,15,52,27,1028,719.52,134,423
2776,1997,4,26,16,51,27,843,560.56,208,244
2777,1997,4,26,17,51,27,615,374.20,130,193
2778,1997,4,26,18,50,27,359,183.38,70,78
2779,1997,4,26,19,50,27,97,11.01,29,17
2780,1997,4,26,20,51,26,0,0.00,0,0
2781,1997,4,26,21,52,26,0,0.00,0,0
2782,1997,4,26,22,53,26,0,0.00,0,0
2783,1997,4,26,23,55,26,0,0.00,0,0
2784,1997,4,26,0,57,25,0,0.00,0,0
2785,1997,4,27,1,59,25,0,0.00,0,0
2786,1997,4,27,2,60,25,0,0.00,0,0
2787,1997,4,27,3,60,24,0,0.00,0,0
2788,1997,4,27,4,61,24,0,0.00,0,0
2789,1997,4,27,5,59,24,0,0.00,0,0
2790,1997,4,27,6,57,25,63,0.00,20,14
2791,1997,4,27,7,55,25,313,148.19,356,67
2792,1997,4,27,8,54,26,573,338.63,472,128
2793,1997,4,27,9,54,26,807,529.80,461,212
2794,1997,4,27,10,53,27,1001,695.48,748,146
2795,1997,4,27,11,52,27,1140,818.59,614,256
2796,1997,4,27,12,50,27,1215,886.79,777,181
2797,1997,4,27,13,49,28,1221,891.93,590,315
2798,1997,4,27,14,48,27,1158,834.84,415,334
2799,1997,4,27,15,46,27,1030,720.07,127,421
2800,1997,4,27,16,45,27,846,560.62,359,323
2801,1997,4,27,17,46,27,618,374.60,94,163
2802,1997,4,27,18,47,27,362,184.13,26,131
2803,1997,4,27,19,48,26,101,12.33,0,22
2804,1997,4,27,20,49,26,0,0.00,0,0
2805,1997,4,27,21,50,26,0,0.00,0,0
2806,1997,4,27,22,52,26,0,0.00,0,0
2807,1997,4,27,23,52,25,0,0.00,0,0
2808,1997,4,27,0,52,25,0,0.00,0,0
2809,1997,4,28,1,53,25,0,0.00,0,0
2810,1997,4,28,2,53,25,0,0.00,0,0
2811,1997,4,28,3,53,25,0,0.00,0,0
2812,1997,4,28,4,53,25,0,0.00,0,0
2813,1997,4,28,5,51,25,0,0.00,0,0
2814,1997,4,28,6,50,25,66,0.00,6,16
2815,1997,4,28,7,49,26,318,153.34,0,67
2816,1997,4,28,8,49,26,577,343.34,0,144
2817,1997,4,28,9,49,27,811,532.25,0,217
2818,1997,4,28,10,50,27,1004,697.07,0,277
2819,1997,4,28,11,47,28,1142,817.86,0,320
2820,1997,4,28,12,45,28,1217,879.32,0,343
2821,1997,4,28,13,42,29,1223,889.99,0,345
2822,1997,4,28,14,42,29,1160,836.09,221,368
2823,1997,4,28,15,43,28,1032,722.98,206,367
2824,1997,4,28,16,43,28,848,564.10,45,254
2825,1997,4,28,17,43,28,621,377.95,0,157
2826,1997,4,28,18,43,28,365,186.75,0,80
2827,1997,4,28,19,43,27,104,13.71,8,19
2828,1997,4,28,20,43,27,0,0.00,0,0
2829,1997,4,28,21,43,27,0,0.00,0,0
2830,1997,4,28,22,43,27,0,0.00,0,0
2831,1997,4,28,23,43,27,0,0.00,0,0
2832,1997,4,28,0,43,26,0,0.00,0,0
2833,1997,4,29,1,43,26,0,0.00,0,0
2834,1997,4,29,2,43,26,0,0.00,0,0
2835,1997,4,29,3,43,26,0,0.00,0,0
2836,1997,4,29,4,43,25,0,0.00,0,0
2837,1997,4,29,5,44,26,0,0.00,0,0
2838,1997,4,29,6,45,26,70,0.00,4,15
2839,1997,4,29,7,46,26,323,155.54,0,61
2840,1997,4,29,8,46,27,581,345.31,21,252
2841,1997,4,29,9,46,27,814,533.86,250,204
2842,1997,4,29,10,46,27,1007,698.99,0,272
2843,1997,4,29,11,44,28,1145,821.98,0,316
2844,1997,4,29,12,42,28,1220,889.73,98,508
2845,1997,4,29,13,40,29,1226,879.35,122,244
2846,1997,4,29,14,42,28,1163,785.25,206,442
2847,1997,4,29,15,45,28,1035,631.72,0,281
2848,1997,4,29,16,48,27,851,523.18,131,278
2849,1997,4,29,17,49,27,624,366.02,0,149
2850,1997,4,29,18,51,26,369,186.36,0,73
2851,1997,4,29,19,53,26,107,15.03,0,23
2852,1997,4,29,20,50,26,0,0.00,0,0
2853,1997,4,29,21,47,27,0,0.00,0,0
2854,1997,4,29,22,44,27,0,0.00,0,0
2855,1997,4,29,23,45,27,0,0.00,0,0
2856,1997,4,29,0,46,27,0,0.00,0,0
2857,1997,4,30,1,47,26,0,0.00,0,0
2858,1997,4,30,2,47,26,0,0.00,0,0
2859,1997,4,30,3,47,26,0,0.00,0,0
2860,1997,4,30,4,48,26,0,0.00,0,0
2861,1997,4,30,5,49,26,0,0.00,0,0
2862,1997,4,30,6,50,26,73,0.00,3,16
2863,1997,4,30,7,51,27,327,155.01,99,110
2864,1997,4,30,8,49,27,585,344.85,36,172
2865,1997,4,30,9,48,27,818,535.53,153,232
2866,1997,4,30,10,46,28,1010,700.83,97,356
2867,1997,4,30,11,46,28,1148,824.31,53,198
2868,1997,4,30,12,45,28,1222,892.01,283,410
2869,1997,4,30,13,45,28,1228,897.28,238,201
2870,1997,4,30,14,47,28,1165,839.59,77,488
2871,1997,4,30,15,49,27,1037,724.99,71,334
2872,1997,4,30,16,51,27,853,566.46,56,139
2873,1997,4,30,17,54,27,626,380.70,214,147
2874,1997,4,30,18,57,26,372,189.66,39,74
2875,1997,4,30,19,60,26,111,16.33,19,27
2876,1997,4,30,20,64,25,0,0.00,0,0
2877,1997,4,30,21,68,25,0,0.00,0,0
2878,1997,4,30,22,72,25,0,0.00,0,0
2879,1997,4,30,23,72,24,0,0.00,0,0
2880,1997,4,30,0,72,24,0,0.00,0,0
2881,2001,5,1,1,73,24,0,0.00,0,0
2882,2001,5,1,2,72,24,0,0.00,0,0
2883,2001,5,1,3,72,24,0,0.00,0,0
2884,2001,5,1,4,72,24,0,0.00,0,0
2885,2001,5,1,5,70,25,0,0.00,0,0
2886,2001,5,1,6,68,25,77,0.00,99,11
2887,2001,5,1,7,66,26,332,158.32,457,62
2888,2001,5,1,8,65,26,589,345.50,657,97
2889,2001,5,1,9,65,26,821,532.54,723,134
2890,2001,5,1,10,64,27,1013,688.04,809,148
2891,2001,5,1,11,60,27,1150,796.29,834,157
2892,2001,5,1,12,57,27,1224,845.44,839,173
2893,2001,5,1,13,53,28,1230,869.81,879,158
2894,2001,5,1,14,50,28,1167,827.69,763,209
2895,2001,5,1,15,47,28,1039,721.72,789,162
2896,2001,5,1,16,45,28,856,564.89,709,161
2897,2001,5,1,17,46,28,629,381.07,557,151
2898,2001,5,1,18,47,27,375,190.82,336,125
2899,2001,5,1,19,48,27,114,17.81,166,18
2900,2001,5,1,20,48,27,0,0.00,0,0
2901,2001,5,1,21,48,27,0,0.00,0,0
2902,2001,5,1,22,48,27,0,0.00,0,0
2903,2001,5,1,23,49,26,0,0.00,0,0
2904,2001,5,1,0,50,26,0,0.00,0,0
2905,2001,5,2,1,51,26,0,0.00,0,0
2906,2001,5,2,2,52,26,0,0.00,0,0
2907,2001,5,2,3,54,26,0,0.00,0,0
2908,2001,5,2,4,55,26,0,0.00,0,0
2909,2001,5,2,5,55,26,0,0.00,0,0
2910,2001,5,2,6,54,26,81,0.00,118,12
2911,2001,5,2,7,54,26,336,162.33,448,68
2912,2001,5,2,8,51,27,593,352.18,623,106
2913,2001,5,2,9,49,27,825,540.44,717,136
2914,2001,5,2,10,46,28,1016,705.03,792,154
2915,2001,5,2,11,44,28,1153,827.42,828,160
2916,2001,5,2,12,41,29,1227,894.64,815,187
2917,2001,5,2,13,39,29,1232,899.74,825,175
2918,2001,5,2,14,39,29,1169,842.22,818,179
2919,2001,5,2,15,39,29,1041,728.03,734,190
2920,2001,5,2,16,39,29,858,568.96,715,155
2921,2001,5,2,17,42,29,632,382.81,614,146
2922,2001,5,2,18,45,28,379,191.89,379,132
2923,2001,5,2,19,48,28,118,18.41,191,20
2924,2001,5,2,20,48,27,0,0.00,0,0
2925,2001,5,2,21,49,27,0,0.00,0,0
2926,2001,5,2,22,50,27,0,0.00,0,0
2927,2001,5,2,23,50,27,0,0.00,0,0
2928,2001,5,2,0,51,26,0,0.00,0,0
2929,2001,5,3,1,51,26,0,0.00,0,0
2930,2001,5,3,2,53,26,0,0.00,0,0
2931,2001,5,3,3,55,25,0,0.00,0,0
2932,2001,5,3,4,57,25,0,0.00,0,0
2933,2001,5,3,5,57,25,0,0.00,0,0
2934,2001,5,3,6,57,25,85,0.00,127,12
2935,2001,5,3,7,57,26,340,164.38,386,76
2936,2001,5,3,8,57,26,596,353.62,601,120
2937,2001,5,3,9,57,26,828,540.16,770,123
2938,2001,5,3,10,57,26,1018,681.32,804,143
2939,2001,5,3,11,53,27,1155,746.19,858,144
2940,2001,5,3,12,50,27,1229,729.01,845,182
2941,2001,5,3,13,46,28,1234,816.91,837,169
2942,2001,5,3,14,46,28,1171,819.38,836,161
2943,2001,5,3,15,46,28,1044,727.86,819,142
2944,2001,5,3,16,46,28,861,568.17,758,147
2945,2001,5,3,17,47,28,635,381.44,646,136
2946,2001,5,3,18,48,27,382,191.71,415,130
2947,2001,5,3,19,49,27,121,20.53,212,21
2948,2001,5,3,20,52,27,0,0.00,0,0
2949,2001,5,3,21,54,26,0,0.00,0,0
2950,2001,5,3,22,57,26,0,0.00,0,0
2951,2001,5,3,23,56,26,0,0.00,0,0
2952,2001,5,3,0,55,26,0,0.00,0,0
2953,2001,5,4,1,54,26,0,0.00,0,0
2954,2001,5,4,2,56,25,0,0.00,0,0
2955,2001,5,4,3,59,25,0,0.00,0,0
